datetime,price,demand,biomass,coal,gas,hydro,nuclear ,solar,wind,dutch,french,irish,pumped
2016-03-24 20:30:00,32.0,40.233,2.04,5.433,17.082,0.572,8.02,0.0,4.661,0.986,1.974,-0.883,0.348
2016-03-24 21:00:00,31.57,38.252,2.042,4.667,16.036,0.369,7.942,0.0,4.593,0.998,1.974,-0.769,0.4
2016-03-24 21:30:00,35.57,36.364,2.042,4.156,14.615,0.369,7.811,0.0,4.614,1.018,1.974,-0.613,0.378
2016-03-24 22:00:00,35.57,34.361,2.043,3.684,13.192,0.365,7.786,0.0,4.482,1.005,1.974,-0.524,0.354
2016-03-24 22:30:00,27.88,32.787,2.042,3.164,12.284,0.352,7.783,0.0,4.207,1.017,1.974,-0.352,0.316
2016-03-24 23:00:00,27.8,30.68,2.042,2.681,11.306,0.261,7.788,0.0,3.952,0.906,1.776,-0.169,0.137
2016-03-24 23:30:00,36.0,29.268,2.041,2.449,10.917,0.253,7.783,0.0,3.801,0.888,1.777,-0.1,-0.541
2016-03-25 00:00:00,32.85,29.06,2.041,2.452,10.758,0.252,7.796,0.0,3.819,0.888,1.771,0.15,-0.867
2016-03-25 00:30:00,30.96,28.996,2.04,2.452,10.759,0.246,7.856,0.0,3.663,0.885,1.777,0.263,-0.945
2016-03-25 01:00:00,31.18,28.613,2.042,2.444,10.676,0.213,7.871,0.0,3.772,0.859,1.777,0.371,-1.412
2016-03-25 01:30:00,35.0,27.684,2.042,2.448,9.642,0.213,7.878,0.0,3.951,0.863,1.777,0.469,-1.599
2016-03-25 02:00:00,33.0,27.024,2.043,2.351,8.933,0.213,7.88,0.0,4.018,0.878,1.777,0.521,-1.59
2016-03-25 02:30:00,31.94,26.692,2.042,2.286,8.723,0.212,7.874,0.0,4.118,0.859,1.777,0.495,-1.694
2016-03-25 03:00:00,33.0,25.972,2.042,2.252,8.057,0.196,7.881,0.0,4.325,0.86,1.777,0.463,-1.881
2016-03-25 03:30:00,33.0,25.155,1.893,2.252,7.479,0.195,7.872,0.0,4.276,0.855,1.777,0.437,-1.881
2016-03-25 04:00:00,30.44,24.817,1.853,2.142,7.575,0.195,7.869,0.0,3.951,0.902,1.777,0.406,-1.853
2016-03-25 04:30:00,28.0,24.921,2.001,2.125,8.027,0.211,7.865,0.0,3.424,0.92,1.777,0.406,-1.835
2016-03-25 05:00:00,28.0,25.292,2.04,2.171,8.359,0.211,7.887,0.0,3.287,0.886,1.777,0.442,-1.768
2016-03-25 05:30:00,28.0,25.647,2.042,2.255,8.712,0.212,7.891,0.0,3.219,0.846,1.777,0.465,-1.772
2016-03-25 06:00:00,28.0,26.896,2.041,2.242,9.365,0.213,7.882,0.107,2.981,0.919,1.777,0.543,-1.174
2016-03-25 06:30:00,28.0,28.314,2.037,2.412,9.728,0.276,7.891,0.521,2.603,0.886,1.777,0.582,-0.399
2016-03-25 07:00:00,27.5,29.991,1.986,2.747,9.75,0.727,7.898,1.15,2.645,0.854,1.777,0.493,-0.036
2016-03-25 07:30:00,26.61,30.982,2.035,2.843,10.023,0.691,7.897,1.94,2.521,0.856,1.777,0.397,0.002
2016-03-25 08:00:00,26.58,32.522,2.037,2.913,10.502,0.685,7.896,2.78,2.303,0.977,1.974,0.34,0.115
2016-03-25 08:30:00,37.0,33.713,2.04,3.002,10.801,0.725,7.883,3.59,2.175,0.984,1.974,0.254,0.285
2016-03-25 09:00:00,38.01,34.758,2.041,3.003,10.682,0.735,7.831,4.41,2.208,0.968,1.974,0.299,0.607
2016-03-25 09:30:00,45.0,35.159,2.04,3.003,10.153,0.711,7.831,5.04,2.554,0.976,1.974,0.312,0.565
2016-03-25 10:00:00,45.0,35.495,2.04,2.881,9.912,0.731,7.83,5.59,2.847,1.0,1.974,0.226,0.464
2016-03-25 10:30:00,37.9,35.232,2.04,2.702,9.353,0.677,7.834,5.87,3.269,1.0,1.974,0.19,0.323
2016-03-25 11:00:00,38.0,35.103,2.04,2.677,9.417,0.519,7.867,6.07,3.546,1.0,1.521,0.007,0.439
2016-03-25 11:30:00,33.0,35.004,2.039,2.583,9.402,0.526,7.887,6.18,3.685,1.0,1.48,-0.143,0.365
2016-03-25 12:00:00,33.44,34.988,2.038,2.498,9.281,0.557,7.885,6.18,3.828,0.982,1.48,-0.094,0.353
2016-03-25 12:30:00,30.45,34.376,2.03,2.29,8.894,0.392,7.888,5.96,4.127,1.008,1.48,-0.034,0.341
2016-03-25 13:00:00,30.42,33.885,1.834,2.29,8.703,0.366,7.889,5.77,4.215,1.004,1.48,-0.013,0.347
2016-03-25 13:30:00,28.0,33.154,1.656,2.282,8.648,0.35,7.891,5.24,4.344,0.998,1.48,-0.064,0.329
2016-03-25 14:00:00,27.56,32.682,1.64,2.289,8.606,0.343,7.884,4.84,4.317,1.019,1.48,-0.11,0.374
2016-03-25 14:30:00,26.99,32.111,1.602,2.293,8.628,0.343,7.879,4.53,4.012,1.05,1.48,-0.22,0.514
2016-03-25 15:00:00,26.99,31.77,1.955,2.423,8.794,0.342,7.554,3.94,4.178,1.017,1.48,-0.294,0.381
2016-03-25 15:30:00,26.42,31.547,2.038,2.579,8.916,0.345,7.399,3.24,4.209,1.036,1.502,-0.157,0.44
2016-03-25 16:00:00,25.0,32.039,2.038,2.674,9.416,0.376,7.403,2.54,4.311,1.029,1.679,-0.059,0.632
2016-03-25 16:30:00,26.66,32.812,2.038,2.919,10.803,0.383,7.406,1.74,4.456,1.025,1.715,-0.141,0.468
2016-03-25 17:00:00,28.28,33.736,2.038,3.266,11.713,0.432,7.404,1.09,4.678,1.018,1.975,-0.238,0.36
2016-03-25 17:30:00,28.53,34.609,2.038,3.746,12.305,0.447,7.4,0.47,5.085,0.993,1.975,-0.205,0.355
2016-03-25 18:00:00,28.53,35.797,2.039,3.861,12.907,0.47,7.411,0.121,5.71,0.978,1.974,-0.025,0.351
2016-03-25 18:30:00,54.0,38.176,2.04,3.881,13.754,0.481,7.399,0.0,6.263,1.014,1.975,0.189,1.18
2016-03-25 19:00:00,58.0,38.56,2.039,3.835,13.81,0.491,7.409,0.0,6.729,0.975,1.974,0.152,1.146
2016-03-25 19:30:00,58.0,37.495,2.039,3.592,13.325,0.5,7.4,0.0,6.796,1.0,1.975,-0.088,0.956
2016-03-25 20:00:00,52.2,36.168,2.039,3.092,12.923,0.473,7.356,0.0,7.071,0.989,1.974,-0.104,0.355
2016-03-25 20:30:00,28.55,34.574,2.041,2.116,12.136,0.443,7.335,0.0,6.95,1.028,1.974,0.06,0.491
2016-03-25 21:00:00,28.0,33.209,2.04,1.783,11.442,0.401,7.335,0.0,6.393,1.01,1.975,0.242,0.588
2016-03-25 21:30:00,30.0,31.512,2.041,1.594,10.148,0.408,7.338,0.0,6.23,1.017,1.974,0.393,0.369
2016-03-25 22:00:00,30.0,29.971,2.017,1.368,8.831,0.4,7.336,0.0,6.283,0.993,1.974,0.425,0.344
2016-03-25 22:30:00,26.05,28.602,1.839,1.368,7.572,0.394,7.335,0.0,6.302,0.999,1.974,0.465,0.354
2016-03-25 23:00:00,26.0,26.949,1.838,1.295,7.03,0.371,7.335,0.0,6.098,0.799,1.529,0.539,0.115
2016-03-25 23:30:00,26.0,25.953,1.848,1.144,6.385,0.364,7.345,0.0,6.018,0.753,1.529,0.574,-0.007
2016-03-26 00:00:00,27.5,25.605,1.797,0.95,6.531,0.363,7.403,0.0,5.742,0.73,1.529,0.582,-0.022
2016-03-26 00:30:00,28.6,25.774,1.66,0.845,6.831,0.356,7.445,0.0,5.954,0.731,1.53,0.582,-0.16
2016-03-26 01:00:00,28.98,25.177,1.781,0.85,6.858,0.28,7.541,0.0,5.965,0.753,1.53,0.582,-0.963
2016-03-26 01:30:00,26.0,24.345,1.646,0.85,6.176,0.273,7.547,0.0,6.124,0.757,1.53,0.583,-1.141
2016-03-26 02:00:00,24.06,23.683,1.658,0.848,6.128,0.272,7.561,0.0,6.157,0.641,1.529,0.583,-1.694
2016-03-26 02:30:00,16.04,23.446,1.91,0.847,5.614,0.271,7.56,0.0,6.313,0.628,1.529,0.579,-1.805
2016-03-26 03:00:00,16.04,22.865,1.941,0.847,4.887,0.27,7.571,0.0,6.454,0.74,1.529,0.552,-1.926
2016-03-26 03:30:00,14.92,22.344,1.827,0.668,4.522,0.253,7.565,0.0,6.643,0.76,1.53,0.527,-1.951
2016-03-26 04:00:00,10.0,22.162,1.84,0.386,5.022,0.254,7.571,0.0,6.686,0.554,1.516,0.454,-2.121
2016-03-26 04:30:00,6.18,22.164,1.956,0.454,4.792,0.25,7.567,0.0,6.825,0.571,1.516,0.423,-2.19
2016-03-26 05:00:00,6.18,22.406,2.031,0.455,5.012,0.248,7.564,0.0,6.858,0.596,1.263,0.49,-2.111
2016-03-26 05:30:00,6.02,22.612,2.04,0.457,5.137,0.269,7.562,0.039,6.888,0.606,1.263,0.482,-2.131
2016-03-26 06:00:00,9.02,23.678,2.037,0.454,4.821,0.288,7.564,0.103,6.767,0.7,1.53,0.548,-1.134
2016-03-26 06:30:00,9.9,24.672,1.968,0.468,4.867,0.29,7.567,0.212,6.641,0.682,1.529,0.526,-0.078
2016-03-26 07:00:00,20.0,26.062,2.039,0.811,5.579,0.326,7.558,0.351,6.604,0.702,1.53,0.413,0.149
2016-03-26 07:30:00,16.04,27.038,1.915,1.258,5.779,0.37,7.563,0.488,6.753,0.668,1.529,0.406,0.309
2016-03-26 08:00:00,19.71,29.155,1.814,1.435,7.001,0.376,7.56,0.6,7.092,0.751,1.629,0.448,0.449
2016-03-26 08:30:00,19.1,31.08,1.984,1.501,8.183,0.387,7.554,0.71,7.305,0.767,1.629,0.397,0.663
2016-03-26 09:00:00,27.98,32.481,2.04,1.622,8.226,0.463,7.564,0.811,7.666,1.004,1.974,0.335,0.776
2016-03-26 09:30:00,32.0,33.237,2.039,1.759,8.727,0.511,7.56,0.878,7.731,1.008,1.974,0.278,0.772
2016-03-26 10:00:00,33.35,33.867,2.038,1.896,8.937,0.662,7.558,0.945,7.722,1.013,1.974,0.199,0.923
2016-03-26 10:30:00,31.01,33.902,2.036,1.956,9.181,0.765,7.566,1.01,7.692,1.012,1.974,0.063,0.647
2016-03-26 11:00:00,31.7,34.246,1.978,2.024,9.573,0.788,7.558,1.07,7.682,1.026,1.974,0.036,0.537
2016-03-26 11:30:00,29.85,34.259,1.972,2.057,9.557,0.809,7.582,1.03,7.775,1.0,1.974,-0.024,0.527
2016-03-26 12:00:00,31.0,34.336,1.975,2.142,9.598,0.82,7.574,0.981,7.756,1.029,1.974,0.048,0.439
2016-03-26 12:30:00,31.0,34.233,2.016,2.294,9.374,0.816,7.565,0.904,7.789,0.992,1.974,0.034,0.475
2016-03-26 13:00:00,28.2,34.011,2.028,2.44,9.044,0.741,7.572,0.907,7.805,0.999,1.974,0.004,0.497
2016-03-26 13:30:00,31.0,33.762,2.032,2.545,8.728,0.756,7.569,0.834,7.803,1.026,1.974,0.075,0.42
2016-03-26 14:00:00,28.0,33.657,2.031,2.577,8.592,0.769,7.566,0.765,7.681,1.027,1.974,0.134,0.541
2016-03-26 14:30:00,27.0,33.108,2.038,2.575,8.766,0.67,7.563,0.664,7.736,0.966,1.974,0.155,0.001
2016-03-26 15:00:00,26.47,33.046,2.032,2.781,8.154,0.628,7.557,0.571,7.889,1.018,1.974,0.142,0.3
2016-03-26 15:30:00,26.08,33.324,2.037,2.914,8.539,0.627,7.554,0.474,7.732,1.013,1.974,0.093,0.367
2016-03-26 16:00:00,25.67,33.806,2.039,3.219,8.919,0.64,7.568,0.355,7.696,1.017,1.974,0.013,0.366
2016-03-26 16:30:00,25.0,34.693,2.039,3.442,9.593,0.651,7.475,0.256,7.914,0.985,1.974,0.044,0.32
2016-03-26 17:00:00,25.0,35.879,2.039,3.466,10.595,0.859,7.348,0.159,8.149,0.977,1.974,0.006,0.307
2016-03-26 17:30:00,31.0,36.624,2.039,3.835,10.936,0.88,7.34,0.103,8.279,0.966,1.974,-0.035,0.307
2016-03-26 18:00:00,31.07,37.207,2.04,4.073,11.133,0.88,7.333,0.15,8.221,0.982,1.974,0.12,0.301
2016-03-26 18:30:00,56.96,37.803,2.041,4.03,11.449,0.839,7.335,0.0,8.033,1.005,1.974,0.082,1.015
2016-03-26 19:00:00,60.0,37.551,2.041,4.005,11.46,0.807,7.338,0.0,7.914,0.988,1.974,-0.133,1.157
2016-03-26 19:30:00,60.0,36.32,2.042,3.774,10.974,0.816,7.347,0.0,8.038,0.991,1.974,-0.264,0.628
2016-03-26 20:00:00,52.19,35.023,2.042,3.137,10.691,0.809,7.349,0.0,7.954,1.004,1.974,-0.337,0.4
2016-03-26 20:30:00,29.05,33.764,2.042,2.267,10.42,0.802,7.349,0.0,7.702,1.004,1.974,-0.238,0.442
2016-03-26 21:00:00,30.0,32.375,2.042,1.763,9.849,0.624,7.43,0.0,7.431,1.009,1.974,-0.138,0.391
2016-03-26 21:30:00,31.1,31.064,2.037,1.768,8.452,0.626,7.555,0.0,7.293,0.983,1.974,0.022,0.354
2016-03-26 22:00:00,33.0,29.881,1.891,1.705,7.324,0.641,7.563,0.0,7.263,1.017,1.974,0.109,0.394
2016-03-26 22:30:00,29.07,28.654,1.7,1.502,6.491,0.635,7.561,0.0,7.056,1.01,1.974,0.262,0.463
2016-03-26 23:00:00,29.07,26.985,1.907,1.412,5.989,0.553,7.556,0.0,6.852,0.766,1.481,0.304,0.165
2016-03-26 23:30:00,28.95,26.07,2.003,1.131,5.683,0.538,7.556,0.0,6.678,0.738,1.482,0.364,-0.103
2016-03-28 00:00:00,26.0,25.306,2.036,1.537,7.078,0.62,7.566,0.0,4.746,0.85,1.678,0.21,-1.015
2016-03-28 00:30:00,27.25,24.788,2.037,1.437,7.203,0.616,7.567,0.0,4.654,0.823,1.672,0.186,-1.407
2016-03-28 01:00:00,28.6,25.431,2.036,1.372,7.674,0.542,7.555,0.0,4.502,0.832,1.678,0.112,-0.872
2016-03-28 01:30:00,28.5,26.29,2.034,1.444,8.667,0.539,7.554,0.0,4.334,0.834,1.678,-0.018,-0.776
2016-03-28 02:00:00,29.0,26.273,2.039,1.59,8.783,0.545,7.553,0.0,3.786,0.841,1.678,0.116,-0.658
2016-03-28 02:30:00,32.0,25.843,2.042,1.701,8.695,0.545,7.56,0.0,3.549,0.823,1.678,0.286,-1.036
2016-03-28 03:00:00,31.51,25.317,2.042,1.635,8.692,0.544,7.558,0.0,3.276,0.833,1.678,0.092,-1.033
2016-03-28 03:30:00,26.83,24.989,2.042,1.634,8.412,0.544,7.566,0.0,3.413,0.811,1.678,-0.005,-1.106
2016-03-28 04:00:00,26.98,24.598,2.041,1.639,8.115,0.544,7.556,0.0,3.379,0.849,1.678,-0.109,-1.094
2016-03-28 04:30:00,30.0,24.33,2.043,1.653,8.122,0.544,7.431,0.0,3.167,0.853,1.678,-0.142,-1.019
2016-03-28 05:00:00,30.61,24.542,2.042,1.723,8.708,0.543,7.348,0.0,2.814,0.841,1.678,-0.21,-0.945
2016-03-28 05:30:00,30.1,24.743,2.043,1.859,9.133,0.54,7.357,0.0,2.7,0.827,1.678,-0.21,-1.184
2016-03-28 06:00:00,28.51,25.783,2.042,2.128,9.652,0.544,7.35,0.0,2.594,0.862,1.678,-0.215,-0.958
2016-03-28 06:30:00,28.42,26.063,2.042,2.328,9.715,0.694,7.365,0.0,2.423,0.842,1.678,-0.215,-1.075
2016-03-28 07:00:00,31.02,27.216,2.041,2.393,10.258,0.862,7.483,0.093,2.383,0.826,1.678,-0.237,-0.83
2016-03-28 07:30:00,35.0,27.897,2.04,2.313,10.618,0.864,7.557,0.226,2.508,0.827,1.678,-0.255,-0.745
2016-03-28 08:00:00,33.95,29.26,2.041,2.253,10.512,0.832,7.553,0.442,2.735,0.89,1.777,-0.132,0.25
2016-03-28 08:30:00,38.03,30.389,2.042,2.504,10.96,0.826,7.556,0.757,2.88,0.878,1.776,-0.113,0.323
2016-03-28 09:00:00,36.5,32.07,2.042,3.004,10.991,0.882,7.552,1.27,3.027,0.99,1.974,-0.165,0.503
2016-03-28 09:30:00,42.6,33.244,2.042,3.363,11.262,0.882,7.554,1.87,3.018,0.985,1.974,-0.263,0.557
2016-03-28 10:00:00,43.0,34.116,2.041,3.359,11.527,0.823,7.548,2.54,3.035,1.01,1.974,-0.368,0.627
2016-03-28 10:30:00,36.0,34.524,2.041,3.157,11.154,0.817,7.552,3.12,3.553,1.002,1.974,-0.467,0.621
2016-03-28 11:00:00,36.0,34.998,2.038,3.06,10.786,0.726,7.558,3.56,4.309,0.976,1.974,-0.487,0.498
2016-03-28 11:30:00,37.0,35.009,2.041,2.985,10.127,0.713,7.554,3.83,4.762,1.006,1.974,-0.477,0.494
2016-03-28 12:00:00,36.0,35.342,2.041,2.826,10.231,0.741,7.556,4.28,4.79,0.994,1.974,-0.544,0.453
2016-03-28 12:30:00,27.1,35.225,2.039,2.463,10.074,0.735,7.561,4.45,5.173,0.983,1.974,-0.556,0.329
2016-03-28 13:00:00,26.0,34.687,2.016,2.577,9.169,0.591,7.567,4.42,5.645,0.968,1.974,-0.531,0.291
2016-03-28 13:30:00,25.0,34.337,2.041,2.33,8.526,0.582,7.565,4.58,5.926,0.959,1.974,-0.47,0.324
2016-03-28 14:00:00,25.0,33.748,2.042,1.868,8.395,0.594,7.57,4.33,6.1,0.972,1.974,-0.404,0.307
2016-03-28 14:30:00,25.0,33.09,1.938,1.837,8.186,0.585,7.568,4.18,6.212,0.974,1.974,-0.39,0.026
2016-03-28 15:00:00,26.0,32.899,1.806,1.829,8.24,0.558,7.56,3.91,6.361,1.004,1.974,-0.376,0.033
2016-03-28 15:30:00,25.3,32.968,1.822,1.883,8.511,0.569,7.561,3.7,6.214,1.023,1.974,-0.372,0.083
2016-03-28 16:00:00,26.31,32.859,2.026,1.962,8.791,0.6,7.486,3.09,6.275,0.973,1.974,-0.334,0.016
2016-03-28 16:30:00,26.33,33.844,2.039,2.172,10.074,0.614,7.354,2.66,6.205,1.015,1.974,-0.339,0.076
2016-03-28 17:00:00,27.35,34.842,2.039,2.314,11.168,0.802,7.348,2.11,5.935,1.026,1.974,-0.312,0.438
2016-03-28 17:30:00,26.37,35.487,2.041,2.547,12.231,0.828,7.364,1.51,5.749,1.033,1.974,-0.276,0.486
2016-03-28 18:00:00,26.4,35.474,2.041,2.613,12.991,0.827,7.37,0.984,5.42,1.026,1.974,-0.179,0.381
2016-03-28 18:30:00,36.6,35.61,2.04,2.689,13.431,0.839,7.376,0.508,5.415,1.028,1.974,-0.163,0.441
2016-03-28 19:00:00,55.0,36.176,2.041,2.701,13.891,0.917,7.386,0.197,5.1,1.01,1.974,-0.089,0.775
2016-03-28 19:30:00,65.0,36.987,2.041,2.703,14.213,0.922,7.465,0.0,4.79,1.019,1.974,-0.001,1.505
2016-03-28 20:00:00,62.95,37.651,2.041,2.699,15.102,0.968,7.559,0.0,4.397,1.002,1.974,-0.111,1.632
2016-03-28 20:30:00,47.3,36.874,2.041,2.698,15.109,0.95,7.604,0.0,4.2,0.989,1.974,-0.112,1.064
2016-03-28 21:00:00,37.8,35.872,2.041,2.697,14.576,0.703,7.644,0.0,3.994,0.982,1.974,-0.108,1.267
2016-03-28 21:30:00,30.7,34.0,2.041,2.563,13.641,0.696,7.68,0.0,4.101,0.968,1.974,0.001,0.335
2016-03-28 22:00:00,32.59,32.324,2.086,2.406,11.927,0.577,7.708,0.0,4.414,0.992,1.974,-0.074,0.314
2016-03-28 22:30:00,27.0,30.605,2.094,2.274,10.19,0.562,7.721,0.0,4.439,1.014,1.974,0.087,0.25
2016-03-28 23:00:00,25.42,28.56,2.093,2.077,8.982,0.48,7.716,0.0,4.237,0.928,1.875,0.193,-0.021
2016-03-28 23:30:00,22.62,26.889,2.053,2.017,7.998,0.468,7.715,0.0,4.344,0.916,1.875,0.246,-0.743
2016-03-29 00:00:00,21.35,25.512,2.065,2.019,7.45,0.459,7.711,0.0,4.318,0.929,1.875,0.313,-1.627
2016-03-29 00:30:00,26.95,24.94,2.094,2.02,7.284,0.455,7.755,0.0,4.148,0.945,1.875,0.314,-1.95
2016-03-29 01:00:00,26.95,25.457,2.092,2.021,7.81,0.361,7.785,0.0,4.057,0.941,1.875,0.31,-1.795
2016-03-29 01:30:00,28.5,26.346,2.09,2.022,8.502,0.354,7.791,0.0,3.971,0.963,1.875,0.369,-1.591
2016-03-29 02:00:00,28.5,26.463,2.092,2.021,8.717,0.353,7.814,0.0,3.946,0.914,1.875,0.436,-1.705
2016-03-29 02:30:00,27.95,26.271,2.092,2.019,8.657,0.353,7.837,0.0,3.814,0.934,1.875,0.443,-1.753
2016-03-29 03:00:00,26.0,26.033,2.095,2.017,8.824,0.368,7.862,0.0,3.577,0.929,1.875,0.443,-1.957
2016-03-29 03:30:00,24.15,25.71,2.095,2.052,8.653,0.371,7.868,0.0,3.375,0.936,1.875,0.443,-1.958
2016-03-29 04:00:00,24.15,25.518,2.092,2.083,8.598,0.374,7.874,0.0,3.279,0.937,1.875,0.443,-2.037
2016-03-29 04:30:00,24.0,25.471,2.093,2.116,8.505,0.374,7.91,0.0,3.185,0.929,1.875,0.443,-1.959
2016-03-29 05:00:00,27.65,26.014,2.089,2.164,8.804,0.383,7.924,0.0,3.093,0.903,1.875,0.443,-1.664
2016-03-29 05:30:00,25.09,26.859,2.076,2.208,9.121,0.384,7.958,0.0,3.011,0.913,1.875,0.415,-1.102
2016-03-29 06:00:00,26.0,29.57,2.05,2.259,10.305,0.382,7.96,0.0,2.989,1.034,1.974,0.463,0.154
2016-03-29 06:30:00,32.2,32.241,2.046,2.465,12.577,0.409,7.966,0.099,2.966,0.999,1.974,0.479,0.261
2016-03-29 07:00:00,31.27,35.299,2.045,2.93,14.596,0.694,7.96,0.243,3.017,1.03,1.974,0.42,0.39
2016-03-29 07:30:00,38.43,37.557,2.044,3.45,16.0,0.691,7.964,0.662,3.019,1.004,1.974,0.419,0.33
2016-03-29 08:00:00,38.81,39.5,2.054,3.667,16.912,0.67,7.965,1.2,2.983,1.016,1.974,0.35,0.69
2016-03-29 08:30:00,44.75,39.918,2.077,3.675,17.163,0.669,7.974,1.74,2.999,0.98,1.974,0.212,0.335
2016-03-29 09:00:00,44.75,40.607,2.077,3.668,17.287,0.68,7.975,2.28,3.057,1.008,1.974,0.143,0.341
2016-03-29 09:30:00,38.42,40.927,2.084,3.625,17.115,0.678,7.979,2.81,3.192,1.02,1.974,0.072,0.366
2016-03-29 10:00:00,36.59,40.667,2.09,3.51,16.764,0.674,7.987,3.18,3.167,1.002,1.974,-0.008,0.327
2016-03-29 10:30:00,36.03,40.512,2.095,3.52,16.294,0.675,7.985,3.58,2.96,1.032,1.974,-0.099,0.496
2016-03-29 11:00:00,32.93,40.871,2.095,3.479,16.325,0.625,7.995,4.07,2.89,1.016,1.974,-0.266,0.668
2016-03-29 11:30:00,34.55,40.959,2.094,3.464,16.403,0.61,8.034,4.31,2.938,1.026,1.974,-0.326,0.432
2016-03-29 12:00:00,29.1,41.193,2.093,3.546,16.378,0.574,8.023,4.56,2.988,0.986,1.974,-0.359,0.43
2016-03-29 12:30:00,26.55,40.972,2.089,3.577,15.843,0.562,8.017,4.68,3.281,0.994,1.974,-0.37,0.325
2016-03-29 13:00:00,26.55,40.737,2.093,3.456,15.523,0.471,8.02,4.57,3.614,1.036,1.974,-0.434,0.414
2016-03-29 13:30:00,26.6,40.314,2.093,3.098,15.474,0.466,8.043,4.41,3.805,1.002,1.974,-0.423,0.372
2016-03-29 14:00:00,26.6,40.339,2.093,3.111,15.824,0.471,8.052,4.04,3.517,1.022,1.974,-0.435,0.67
2016-03-29 14:30:00,28.0,40.05,2.092,3.188,16.221,0.497,8.057,3.51,3.478,1.017,1.974,-0.434,0.45
2016-03-29 15:00:00,27.9,39.742,2.094,3.313,16.432,0.503,8.098,2.88,3.447,1.0,1.974,-0.458,0.459
2016-03-29 15:30:00,33.7,39.724,2.094,3.51,16.919,0.505,8.113,2.2,3.384,1.017,1.974,-0.53,0.538
2016-03-29 16:00:00,34.35,40.148,2.091,3.854,17.803,0.505,8.125,1.59,3.142,1.004,1.974,-0.513,0.489
2016-03-29 16:30:00,37.5,40.956,2.09,4.329,18.202,0.52,8.149,1.14,3.411,1.021,1.974,-0.517,0.525
2016-03-29 17:00:00,37.5,41.822,2.093,4.825,18.091,0.818,8.164,0.786,3.628,1.009,1.974,-0.517,0.755
2016-03-29 17:30:00,43.43,42.203,2.093,5.059,18.047,0.825,8.164,0.58,3.678,1.009,1.974,-0.514,0.99
2016-03-29 18:00:00,49.25,42.293,2.092,5.235,18.27,0.853,8.178,0.376,3.46,0.987,1.974,-0.367,0.915
2016-03-29 18:30:00,64.92,42.274,2.089,5.441,18.152,0.854,8.178,0.263,3.263,1.012,1.974,-0.049,0.773
2016-03-29 19:00:00,65.5,42.339,2.094,5.618,17.958,0.855,8.176,0.155,2.96,1.014,1.974,0.108,1.103
2016-03-29 19:30:00,65.5,42.335,2.086,5.48,17.833,0.855,8.179,0.0,3.37,1.012,1.974,0.132,1.09
2016-03-29 20:00:00,60.0,42.162,2.07,5.3,17.516,0.853,8.181,0.0,3.318,1.005,1.974,0.013,1.678
2016-03-29 20:30:00,35.0,40.857,2.068,5.193,17.419,0.627,8.191,0.0,3.187,1.013,1.974,-0.184,1.369
2016-03-29 21:00:00,33.82,39.615,2.069,4.851,17.634,0.453,8.195,0.0,3.186,0.982,1.974,-0.347,0.618
2016-03-29 21:30:00,28.05,37.419,2.089,3.888,17.063,0.451,8.192,0.0,2.677,1.021,1.974,-0.325,0.389
2016-03-29 22:00:00,27.0,35.58,2.094,3.185,15.847,0.451,8.194,0.0,2.456,1.012,1.974,-0.2,0.567
2016-03-29 22:30:00,28.5,33.355,2.095,2.239,14.79,0.44,8.192,0.0,2.516,1.006,1.974,-0.069,0.172
2016-03-29 23:00:00,25.82,31.029,2.09,1.565,13.105,0.339,8.205,0.0,2.801,0.978,1.974,0.085,-0.113
2016-03-29 23:30:00,26.78,29.137,2.091,1.563,11.692,0.337,8.207,0.0,3.034,0.972,1.974,0.293,-1.026
2016-03-30 00:00:00,23.5,27.696,2.093,1.565,11.517,0.337,8.206,0.0,2.893,1.006,1.974,0.312,-2.207
2016-03-30 00:30:00,26.91,27.117,2.095,1.566,11.249,0.335,8.213,0.0,2.755,0.982,1.974,0.367,-2.419
2016-03-30 01:00:00,27.0,27.477,2.094,1.564,11.717,0.299,8.202,0.0,2.647,0.971,1.974,0.419,-2.41
2016-03-30 01:30:00,27.0,28.269,2.094,1.567,12.547,0.298,8.192,0.0,2.521,1.005,1.974,0.451,-2.38
2016-03-30 02:00:00,26.78,28.285,2.093,1.567,12.477,0.297,8.176,0.0,2.631,0.971,1.974,0.481,-2.382
2016-03-30 02:30:00,26.78,28.089,2.094,1.567,12.242,0.297,8.158,0.0,2.656,0.982,1.974,0.483,-2.364
2016-03-30 03:00:00,26.78,27.673,2.092,1.578,11.7,0.297,8.151,0.0,2.633,0.989,1.974,0.483,-2.224
2016-03-30 03:30:00,26.78,27.438,2.094,1.585,11.371,0.297,8.144,0.0,2.672,0.972,1.974,0.483,-2.154
2016-03-30 04:00:00,26.78,27.171,2.096,1.614,11.142,0.297,8.13,0.0,2.797,0.969,1.974,0.483,-2.331
2016-03-30 04:30:00,25.95,27.08,2.095,1.641,11.024,0.297,8.119,0.0,2.703,1.013,1.974,0.483,-2.269
2016-03-30 05:00:00,26.5,27.739,2.094,1.67,11.329,0.297,8.105,0.0,2.676,0.996,1.974,0.483,-1.885
2016-03-30 05:30:00,29.85,28.784,2.093,1.72,11.941,0.297,8.086,0.0,2.747,0.992,1.974,0.483,-1.549
2016-03-30 06:00:00,29.85,31.412,2.095,2.117,13.159,0.306,8.077,0.0,2.81,0.979,1.974,0.483,-0.588
