datetime,price,demand,biomass,coal,gas,hydro,nuclear ,solar,wind,dutch,french,irish,pumped
2015-12-31 00:30:00,40.0,26.935,2.042,4.213,6.064,0.999,7.681,0.0,3.963,0.793,1.621,-0.044,-0.397
2015-12-31 01:00:00,40.0,26.254,2.043,4.236,5.86,1.004,7.677,0.0,3.986,0.794,1.622,0.103,-1.071
2015-12-31 01:30:00,45.0,25.443,2.043,4.191,5.332,1.003,7.679,0.0,4.172,0.806,1.621,0.001,-1.405
2015-12-31 02:00:00,41.89,24.744,2.043,4.012,4.869,1.0,7.697,0.0,4.216,0.781,1.621,-0.093,-1.402
2015-12-31 02:30:00,42.0,24.196,2.044,3.899,4.279,0.998,7.705,0.0,4.339,0.773,1.621,-0.063,-1.399
2015-12-31 03:00:00,41.79,23.553,2.044,3.85,3.786,0.867,7.816,0.0,4.433,0.789,1.622,-0.122,-1.532
2015-12-31 03:30:00,39.09,22.837,2.04,3.499,3.469,0.824,7.927,0.0,4.397,0.791,1.621,-0.204,-1.527
2015-12-31 04:00:00,39.0,22.426,2.01,3.306,3.533,0.823,7.926,0.0,4.434,0.767,1.621,-0.204,-1.79
2015-12-31 04:30:00,26.0,22.29,1.86,3.197,3.724,0.782,7.931,0.0,4.545,0.798,1.621,-0.204,-1.964
2015-12-31 05:00:00,20.9,22.734,1.96,3.347,3.871,0.771,7.922,0.0,4.702,0.784,1.621,-0.204,-2.04
2015-12-31 05:30:00,20.92,23.422,1.956,3.55,4.28,0.791,7.952,0.0,4.743,0.682,1.621,-0.204,-1.949
2015-12-31 06:00:00,26.9,25.0,1.95,3.57,4.972,0.944,7.956,0.0,4.758,-0.001,1.622,-0.064,-0.707
2015-12-31 06:30:00,25.98,26.285,1.905,3.596,5.23,0.858,7.975,0.0,4.761,-0.001,1.621,0.069,0.271
2015-12-31 07:00:00,30.0,27.995,1.92,3.757,5.56,1.043,7.992,0.0,4.766,0.551,1.621,0.153,0.632
2015-12-31 07:30:00,29.17,29.152,2.042,3.883,6.415,1.063,8.006,0.0,4.791,0.602,1.621,0.128,0.601
2015-12-31 08:00:00,30.0,30.675,2.044,3.957,7.303,1.048,8.007,0.046,4.886,0.775,1.977,0.253,0.379
2015-12-31 08:30:00,28.71,32.219,2.044,4.208,8.185,1.035,8.031,0.302,5.009,0.798,1.977,0.309,0.321
2015-12-31 09:00:00,29.91,33.833,2.043,4.204,8.845,1.049,8.089,0.825,5.179,0.964,1.977,0.345,0.313
2015-12-31 09:30:00,38.82,34.757,2.043,4.227,9.041,1.046,8.136,1.43,5.359,0.983,1.977,0.195,0.32
2015-12-31 10:00:00,42.42,35.524,2.043,4.351,9.041,1.035,8.162,1.88,5.588,0.993,1.977,0.103,0.351
2015-12-31 10:30:00,39.0,35.904,2.043,4.245,9.077,1.043,8.182,2.22,5.827,0.988,1.977,-0.024,0.326
2015-12-31 11:00:00,40.0,36.061,2.041,4.108,9.092,1.04,8.181,2.35,5.989,0.985,1.977,-0.033,0.331
2015-12-31 11:30:00,31.84,36.21,2.041,4.148,9.009,1.035,8.195,2.33,6.188,1.007,1.977,-0.076,0.356
2015-12-31 12:00:00,31.8,36.481,2.031,4.299,9.288,1.039,8.187,2.22,6.119,1.024,1.977,-0.095,0.392
2015-12-31 12:30:00,31.0,36.629,2.029,4.337,9.654,1.04,8.127,2.08,6.118,1.0,1.977,-0.157,0.424
2015-12-31 13:00:00,31.03,36.318,2.036,4.355,9.373,1.033,8.135,1.73,6.533,0.964,1.977,-0.142,0.324
2015-12-31 13:30:00,30.86,36.14,2.04,4.387,9.161,1.043,8.125,1.31,6.725,1.019,1.977,-0.029,0.382
2015-12-31 14:00:00,30.49,36.159,2.022,4.586,9.142,1.057,8.144,0.89,6.919,1.033,1.977,-0.026,0.415
2015-12-31 14:30:00,30.07,36.317,2.038,4.688,9.694,1.061,8.177,0.47,6.82,1.017,1.977,-0.103,0.478
2015-12-31 15:00:00,29.0,36.635,2.04,4.865,10.329,1.062,8.18,0.175,6.922,1.013,1.977,-0.312,0.384
2015-12-31 15:30:00,35.0,37.321,2.043,5.09,10.729,1.064,8.216,0.075,7.169,0.964,1.977,-0.325,0.319
2015-12-31 16:00:00,31.3,39.083,2.043,5.486,12.103,1.061,8.214,0.0,7.178,0.994,1.977,-0.294,0.321
2015-12-31 16:30:00,38.0,41.09,2.043,5.689,13.79,1.041,8.22,0.0,7.235,1.011,1.977,-0.497,0.581
2015-12-31 17:00:00,38.1,41.742,2.044,5.771,14.345,1.045,8.238,0.0,7.387,0.975,1.977,-0.639,0.599
2015-12-31 17:30:00,63.0,41.438,2.043,5.433,14.224,1.042,8.248,0.0,7.54,0.986,1.977,-0.642,0.587
2015-12-31 18:00:00,63.0,40.635,2.043,5.222,13.613,1.028,8.266,0.0,7.672,1.0,1.977,-0.641,0.455
2015-12-31 18:30:00,39.94,39.638,2.045,5.103,12.942,0.949,8.265,0.0,7.636,1.013,1.977,-0.642,0.35
2015-12-31 19:00:00,38.0,38.176,2.044,4.844,11.742,0.933,8.268,0.0,7.722,0.974,1.977,-0.636,0.308
2015-12-31 19:30:00,31.89,36.515,2.044,4.455,10.631,0.693,8.268,0.0,7.609,1.025,1.977,-0.564,0.377
2015-12-31 20:00:00,37.08,35.278,2.044,3.919,9.747,0.694,8.269,0.0,7.371,1.039,1.977,-0.44,0.658
2015-12-31 20:30:00,35.82,33.963,2.044,3.721,8.844,0.695,8.278,0.0,7.346,1.004,1.977,-0.319,0.373
2015-12-31 21:00:00,37.03,32.503,2.044,3.795,7.312,0.696,8.289,0.0,7.212,1.001,1.977,-0.224,0.401
2015-12-31 21:30:00,39.0,31.151,2.041,3.363,6.69,0.695,8.282,0.0,6.767,1.019,1.977,-0.07,0.387
2015-12-31 22:00:00,37.55,30.199,2.037,3.061,6.141,0.679,8.29,0.0,6.422,1.011,1.977,0.217,0.364
2015-12-31 22:30:00,32.59,29.988,2.042,2.98,5.957,0.844,8.286,0.0,6.247,1.013,1.977,0.4,0.242
2015-12-31 23:00:00,30.0,29.169,2.036,3.242,5.621,0.982,8.29,0.0,6.288,0.852,1.74,0.318,-0.2
2015-12-31 23:30:00,31.0,28.705,2.037,3.512,5.341,0.963,8.292,0.0,6.189,0.847,1.74,0.224,-0.44
2016-01-01 00:00:00,31.0,28.792,2.04,3.434,5.716,0.71,8.289,0.0,5.969,0.872,1.74,0.128,-0.106
2016-01-01 00:30:00,32.1,29.479,2.025,3.583,6.67,0.659,8.292,0.0,5.564,0.883,1.74,0.051,0.012
2016-01-01 01:00:00,33.15,29.28,1.944,3.865,6.985,0.643,8.297,0.0,5.142,0.875,1.74,0.112,-0.323
2016-01-01 01:30:00,38.8,28.307,1.982,3.772,6.839,0.642,8.285,0.0,4.68,0.888,1.74,0.051,-0.572
2016-01-01 02:00:00,38.8,27.379,2.043,3.555,6.775,0.642,8.279,0.0,4.035,0.883,1.74,-0.08,-0.493
2016-01-01 02:30:00,37.53,26.804,2.04,3.323,6.897,0.642,8.276,0.0,3.528,0.867,1.74,-0.062,-0.447
2016-01-01 03:00:00,37.53,25.857,2.033,3.099,7.34,0.665,8.266,0.0,3.257,0.868,1.74,-0.173,-1.238
2016-01-01 03:30:00,30.91,25.046,2.036,3.229,6.927,0.862,8.254,0.0,3.059,0.884,1.74,-0.173,-1.772
2016-01-01 04:00:00,30.91,24.49,2.03,3.302,6.51,0.934,8.236,0.0,2.912,0.886,1.74,-0.173,-1.887
2016-01-01 04:30:00,28.96,24.102,2.043,3.328,6.137,0.96,8.23,0.0,2.807,0.874,1.74,-0.132,-1.885
2016-01-01 05:00:00,28.96,24.07,2.044,3.217,6.038,0.96,8.216,0.0,2.702,0.864,1.74,-0.059,-1.652
2016-01-01 05:30:00,30.88,23.882,2.044,3.35,5.833,0.961,8.216,0.0,2.72,0.87,1.74,-0.026,-1.826
2016-01-01 06:00:00,30.88,24.607,2.034,3.521,5.864,0.939,8.226,0.0,2.953,0.863,1.74,0.079,-1.612
2016-01-01 06:30:00,19.04,24.955,1.987,3.499,6.0,0.895,8.224,0.0,3.035,0.882,1.652,0.129,-1.348
2016-01-01 07:00:00,19.04,25.446,2.029,3.683,6.443,1.021,8.224,0.0,3.117,0.819,0.306,0.261,-0.457
2016-01-01 07:30:00,12.1,25.578,2.03,3.709,6.202,0.981,8.22,0.0,3.273,0.799,0.218,0.3,-0.154
2016-01-01 08:00:00,12.24,26.168,2.0,3.47,5.756,0.966,8.224,0.067,3.459,0.778,0.965,0.348,0.135
2016-01-01 08:30:00,11.25,27.174,2.025,3.574,6.102,0.953,8.224,0.165,3.642,0.793,0.966,0.401,0.329
2016-01-01 09:00:00,12.03,28.757,2.04,3.637,6.196,0.925,8.223,0.33,3.8,0.988,1.969,0.317,0.332
2016-01-01 09:30:00,19.35,30.034,1.994,3.676,7.008,0.902,8.225,0.462,4.097,0.965,1.977,0.339,0.389
2016-01-01 10:00:00,19.6,31.275,2.031,3.731,7.931,0.688,8.224,0.571,4.289,0.968,1.977,0.405,0.46
2016-01-01 10:30:00,28.1,32.409,2.041,4.032,8.457,0.757,8.23,0.673,4.591,0.966,1.977,0.222,0.463
2016-01-01 11:00:00,29.83,33.408,2.039,4.314,8.931,0.903,8.231,0.7,4.879,0.981,1.977,0.062,0.391
2016-01-01 11:30:00,35.98,34.176,2.043,4.529,9.31,0.925,8.232,0.695,5.153,1.004,1.977,-0.047,0.355
2016-01-01 12:00:00,38.5,34.988,2.033,4.892,9.591,0.998,8.232,0.667,5.162,1.021,1.977,-0.12,0.535
2016-01-01 12:30:00,42.0,35.261,2.043,5.16,9.576,1.009,8.234,0.605,5.35,0.986,1.977,-0.248,0.569
2016-01-01 13:00:00,41.25,35.212,2.043,4.907,9.451,1.029,8.239,0.499,5.793,0.969,1.977,-0.305,0.61
2016-01-01 13:30:00,40.79,35.059,1.983,4.526,9.317,1.036,8.236,0.378,6.228,0.988,1.977,-0.239,0.629
2016-01-01 14:00:00,38.67,35.054,2.037,4.107,9.528,0.984,8.232,0.258,6.468,0.993,1.977,-0.153,0.623
2016-01-01 14:30:00,34.0,34.999,2.043,4.307,9.221,0.819,8.236,0.15,6.692,1.001,1.977,-0.049,0.602
2016-01-01 15:00:00,32.53,35.33,2.043,4.481,9.379,0.781,8.234,0.075,6.904,0.981,1.977,-0.009,0.484
2016-01-01 15:30:00,34.52,35.902,2.043,4.512,9.924,0.766,8.237,0.022,7.131,0.984,1.977,-0.012,0.318
2016-01-01 16:00:00,34.52,37.625,2.041,4.684,11.316,0.691,8.237,0.0,7.399,0.957,1.977,-0.138,0.461
2016-01-01 16:30:00,46.41,38.9,2.042,4.72,11.97,0.692,8.236,0.0,7.738,1.004,1.977,-0.224,0.745
2016-01-01 17:00:00,51.0,39.36,2.042,4.835,12.421,0.707,8.237,0.0,7.834,0.999,1.977,-0.239,0.547
2016-01-01 17:30:00,66.55,39.081,2.026,4.768,12.195,0.741,8.231,0.0,7.803,1.005,1.977,-0.335,0.67
2016-01-01 18:00:00,67.0,38.181,2.031,4.693,11.932,0.742,8.231,0.0,7.697,0.999,1.977,-0.447,0.326
2016-01-01 18:30:00,45.82,37.264,2.037,4.578,11.213,0.734,8.233,0.0,7.512,1.01,1.977,-0.388,0.358
2016-01-01 19:00:00,41.63,36.336,2.043,4.229,10.189,0.728,8.237,0.0,7.548,1.008,1.977,-0.313,0.69
2016-01-01 19:30:00,38.51,35.318,2.034,3.901,9.541,0.727,8.233,0.0,7.398,0.993,1.977,-0.2,0.714
2016-01-01 20:00:00,37.89,34.384,2.039,3.546,9.228,0.726,8.228,0.0,7.272,0.999,1.977,-0.105,0.474
2016-01-01 20:30:00,35.35,33.338,2.041,3.321,8.215,0.726,8.227,0.0,7.174,1.017,1.977,-0.021,0.661
2016-01-01 21:00:00,34.65,32.314,2.04,3.229,7.474,0.703,8.231,0.0,7.162,1.001,1.977,0.051,0.446
2016-01-01 21:30:00,35.0,31.326,2.04,3.111,6.423,0.72,8.229,0.0,7.378,1.006,1.977,0.108,0.334
2016-01-01 22:00:00,34.94,29.798,2.041,2.958,5.293,0.719,8.233,0.0,7.186,0.988,1.977,0.083,0.32
2016-01-01 22:30:00,27.0,28.676,2.042,2.644,4.642,0.709,8.225,0.0,7.074,1.009,1.977,0.098,0.256
2016-01-01 23:00:00,26.91,27.229,1.963,2.37,4.581,0.711,8.163,0.0,7.053,0.726,1.461,0.091,0.11
2016-01-01 23:30:00,35.0,26.129,1.957,2.231,4.017,0.71,8.075,0.0,7.039,0.706,1.463,-0.06,-0.009
2016-01-02 00:00:00,35.0,25.719,1.715,2.059,4.206,0.693,8.055,0.0,7.06,0.708,1.462,-0.068,-0.171
2016-01-02 00:30:00,35.0,25.933,1.739,2.03,4.348,0.694,7.984,0.0,7.117,0.721,1.462,0.073,-0.235
2016-01-02 01:00:00,35.0,25.443,1.921,2.063,4.41,0.692,7.957,0.0,7.156,0.698,1.463,0.025,-0.942
2016-01-02 01:30:00,33.96,24.643,1.922,2.024,4.069,0.689,7.939,0.0,7.074,0.718,1.463,0.034,-1.289
2016-01-02 02:00:00,33.25,23.885,1.844,2.046,3.895,0.68,7.83,0.0,6.942,0.727,1.462,-0.03,-1.511
2016-01-02 02:30:00,22.0,23.395,1.985,2.056,3.784,0.67,7.801,0.0,6.904,0.709,1.462,-0.169,-1.807
2016-01-02 03:00:00,23.0,22.789,2.03,2.027,3.548,0.658,7.797,0.0,7.06,0.718,1.463,-0.27,-2.242
2016-01-02 03:30:00,19.0,22.198,1.722,1.693,3.337,0.65,7.798,0.0,7.402,0.716,1.462,-0.27,-2.312
2016-01-02 04:00:00,19.0,21.79,1.212,1.667,3.516,0.65,7.793,0.0,7.426,0.747,1.463,-0.27,-2.414
2016-01-02 04:30:00,10.0,21.732,1.157,1.692,3.474,0.649,7.793,0.0,7.432,0.74,1.462,-0.242,-2.425
2016-01-02 05:00:00,10.0,21.897,1.19,1.921,3.512,0.648,7.791,0.0,7.313,0.716,1.463,-0.233,-2.424
2016-01-02 05:30:00,15.0,22.416,1.266,1.946,3.518,0.649,7.792,0.0,7.383,0.722,1.462,-0.214,-2.108
2016-01-02 06:00:00,15.0,23.459,1.241,1.854,3.592,0.649,7.791,0.0,7.327,0.739,1.463,-0.12,-1.077
2016-01-02 06:30:00,15.0,24.33,1.611,2.107,3.477,0.649,7.789,0.0,7.165,0.746,1.463,-0.002,-0.675
2016-01-02 07:00:00,20.24,25.454,1.817,2.466,4.261,0.654,7.787,0.0,7.068,0.704,1.462,-0.155,-0.61
2016-01-02 07:30:00,18.0,26.239,2.036,2.828,4.357,0.654,7.791,0.0,6.961,0.673,1.463,-0.204,-0.32
2016-01-02 08:00:00,18.0,27.83,2.035,3.052,5.48,0.654,7.795,0.073,6.938,0.72,1.462,-0.233,-0.146
2016-01-02 08:30:00,26.0,29.685,2.038,3.494,6.447,0.656,7.795,0.064,6.739,0.766,1.461,-0.122,0.347
2016-01-02 09:00:00,29.0,31.539,2.009,3.734,7.459,0.668,7.798,0.143,6.552,0.97,1.972,-0.082,0.316
2016-01-02 09:30:00,35.0,32.834,2.034,3.839,8.448,0.68,7.79,0.234,6.564,0.97,1.977,-0.019,0.317
2016-01-02 10:00:00,34.6,34.029,2.034,3.909,9.403,0.745,7.79,0.338,6.594,0.974,1.977,-0.061,0.326
2016-01-02 10:30:00,43.0,34.833,2.036,3.968,10.043,0.794,7.792,0.409,6.621,0.982,1.977,-0.113,0.324
2016-01-02 11:00:00,42.0,35.395,2.041,4.085,10.357,1.005,7.787,0.418,6.553,1.013,1.977,-0.203,0.362
2016-01-02 11:30:00,38.4,35.923,2.041,3.933,11.132,1.036,7.782,0.483,6.295,1.043,1.977,-0.247,0.448
2016-01-02 12:00:00,38.0,36.483,2.039,4.11,11.63,1.052,7.785,0.499,6.047,1.009,1.977,-0.298,0.633
2016-01-02 12:30:00,43.11,36.538,2.04,4.19,11.774,1.059,7.78,0.472,5.982,1.01,1.977,-0.228,0.482
2016-01-02 13:00:00,39.92,36.511,2.038,4.044,12.225,1.058,7.785,0.439,5.732,0.998,1.977,-0.191,0.406
2016-01-02 13:30:00,34.0,36.418,2.03,3.945,12.364,1.058,7.787,0.365,5.616,0.976,1.977,-0.073,0.373
2016-01-02 14:00:00,34.0,36.374,2.037,3.747,12.65,1.06,7.78,0.292,5.552,0.996,1.977,-0.073,0.356
2016-01-02 14:30:00,34.0,36.232,2.04,3.641,12.934,1.062,7.782,0.191,5.348,1.003,1.977,-0.082,0.336
2016-01-02 15:00:00,33.82,36.44,2.036,4.056,12.909,1.063,7.777,0.115,5.252,1.02,1.977,-0.141,0.376
2016-01-02 15:30:00,32.0,37.173,2.037,4.694,13.22,1.063,7.782,0.058,5.278,0.99,1.977,-0.248,0.322
2016-01-02 16:00:00,32.0,38.96,2.035,5.115,14.681,1.062,7.787,0.0,5.335,0.86,1.977,-0.259,0.367
2016-01-02 16:30:00,34.0,40.945,2.041,5.507,15.669,1.073,7.787,0.0,5.399,0.876,1.977,-0.208,0.824
2016-01-02 17:00:00,35.0,42.2,2.041,5.664,16.181,1.075,7.791,0.0,5.488,1.002,1.977,-0.404,1.385
2016-01-02 17:30:00,72.0,42.26,2.034,5.78,16.219,1.076,7.79,0.0,5.482,1.004,1.977,-0.577,1.475
2016-01-02 18:00:00,72.0,41.829,2.032,5.687,16.274,1.08,7.785,0.0,5.387,1.02,1.977,-0.672,1.259
2016-01-02 18:30:00,58.0,40.897,1.997,5.292,16.174,1.015,7.783,0.0,5.095,1.014,1.977,-0.695,1.245
2016-01-02 19:00:00,57.08,39.769,1.986,5.126,15.719,1.008,7.787,0.0,5.153,0.967,1.977,-0.564,0.61
2016-01-02 19:30:00,41.84,38.465,2.014,4.542,14.788,1.086,7.785,0.0,5.243,0.988,1.977,-0.29,0.332
2016-01-02 20:00:00,41.84,37.314,2.042,4.071,13.886,1.097,7.781,0.0,5.268,0.998,1.977,-0.162,0.356
2016-01-02 20:30:00,38.55,35.918,2.042,4.03,12.541,1.05,7.782,0.0,5.32,1.008,1.977,-0.19,0.358
2016-01-02 21:00:00,38.0,34.793,2.026,3.976,11.688,0.794,7.777,0.0,5.432,1.016,1.977,-0.263,0.37
2016-01-02 21:30:00,34.98,33.258,2.041,3.699,10.484,0.792,7.785,0.0,5.486,1.0,1.977,-0.332,0.326
2016-01-02 22:00:00,34.98,32.025,2.041,3.249,9.476,0.794,7.78,0.0,5.618,1.0,1.977,-0.313,0.403
2016-01-02 22:30:00,34.0,30.875,2.04,2.842,8.77,0.792,7.783,0.0,5.643,0.999,1.977,-0.207,0.236
2016-01-02 23:00:00,34.15,29.336,2.042,2.725,8.117,0.734,7.775,0.0,5.634,0.76,1.481,-0.1,0.168
2016-01-02 23:30:00,40.0,28.313,2.041,2.549,7.494,0.734,7.777,0.0,5.625,0.732,1.482,-0.116,-0.005
2016-01-03 00:00:00,40.0,27.797,2.041,2.515,7.048,0.731,7.778,0.0,5.626,0.713,1.482,-0.123,-0.014
2016-01-03 00:30:00,38.99,27.681,2.039,2.519,7.116,0.722,7.778,0.0,5.471,0.741,1.482,-0.061,-0.126
2016-01-03 01:00:00,38.01,27.039,2.041,2.589,7.371,0.694,7.768,0.0,5.159,0.75,1.483,0.107,-0.923
2016-01-03 01:30:00,38.99,26.031,2.042,2.548,6.91,0.673,7.782,0.0,5.034,0.715,1.483,0.015,-1.171
2016-01-03 02:00:00,36.0,25.024,2.04,2.447,6.554,0.673,7.78,0.0,5.023,0.722,1.482,0.013,-1.71
2016-01-03 02:30:00,34.0,24.565,2.042,2.314,6.28,0.672,7.787,0.0,5.038,0.71,1.482,0.109,-1.869
2016-01-03 03:00:00,34.0,23.937,2.042,2.372,5.436,0.673,7.78,0.0,5.383,0.728,1.482,0.03,-1.989
2016-01-03 03:30:00,30.0,23.318,2.041,2.297,4.939,0.668,7.783,0.0,5.589,0.742,1.482,0.094,-2.317
2016-01-03 04:00:00,28.36,22.934,1.959,2.254,4.713,0.657,7.792,0.0,5.528,0.682,1.482,0.15,-2.283
2016-01-03 04:30:00,26.36,22.87,1.618,2.09,4.991,0.658,7.783,0.0,5.416,0.771,1.482,0.155,-2.094
2016-01-03 05:00:00,21.82,22.925,1.635,2.109,5.036,0.658,7.784,0.0,5.424,0.732,1.482,0.233,-2.168
2016-01-03 05:30:00,21.82,23.09,1.903,2.163,4.768,0.659,7.78,0.0,5.454,0.734,1.483,0.308,-2.162
2016-01-03 06:00:00,22.1,23.902,2.037,2.223,5.57,0.659,7.78,0.0,5.3,0.755,1.482,0.382,-2.286
2016-01-03 06:30:00,26.0,24.277,2.035,2.212,5.765,0.663,7.778,0.0,5.172,0.761,1.482,0.464,-2.055
2016-01-03 07:00:00,26.0,25.112,2.042,2.181,5.612,0.678,7.78,0.0,5.425,0.718,1.482,0.424,-1.23
2016-01-03 07:30:00,30.0,25.594,2.044,2.127,5.48,0.679,7.785,0.0,5.409,0.728,1.482,0.39,-0.53
2016-01-03 08:00:00,27.21,26.572,2.044,2.328,6.129,0.681,7.783,0.067,5.251,0.739,1.482,0.319,-0.251
2016-01-03 08:30:00,26.0,28.1,2.044,2.603,6.751,0.683,7.789,0.049,5.366,0.732,1.483,0.292,0.308
2016-01-03 09:00:00,26.0,30.058,2.042,2.629,7.637,0.697,7.784,0.102,5.599,0.984,1.971,0.293,0.32
2016-01-03 09:30:00,29.0,31.73,2.043,2.644,9.014,0.698,7.784,0.152,5.781,1.006,1.977,0.271,0.36
2016-01-03 10:00:00,29.72,33.605,2.043,2.671,10.438,0.698,7.788,0.2,5.849,1.005,1.977,0.325,0.611
2016-01-03 10:30:00,31.03,34.96,2.044,2.905,11.414,0.71,7.79,0.243,6.041,0.994,1.977,0.34,0.502
2016-01-03 11:00:00,31.5,35.9,2.042,3.014,12.146,0.734,7.794,0.293,6.372,0.973,1.977,0.238,0.317
2016-01-03 11:30:00,28.0,36.76,2.043,3.009,12.632,0.727,7.784,0.313,6.659,0.983,1.977,0.313,0.32
2016-01-03 12:00:00,28.62,37.589,2.043,2.967,13.103,0.728,7.781,0.347,6.868,1.014,1.977,0.348,0.413
2016-01-03 12:30:00,33.0,38.153,2.042,3.036,13.19,0.73,7.774,0.393,7.002,1.018,1.977,0.216,0.775
2016-01-03 13:00:00,33.09,38.506,2.042,3.043,13.382,0.733,7.784,0.43,7.152,0.994,1.977,0.122,0.847
2016-01-03 13:30:00,34.4,38.502,2.041,3.113,13.702,0.733,7.776,0.427,7.246,0.978,1.977,0.1,0.409
2016-01-03 14:00:00,35.0,38.581,2.04,3.262,13.902,0.725,7.775,0.427,7.113,1.017,1.977,-0.021,0.364
2016-01-03 14:30:00,28.91,38.41,2.04,3.523,13.713,0.725,7.776,0.345,7.023,0.975,1.977,-0.013,0.326
2016-01-03 15:00:00,27.09,38.587,2.038,3.924,13.671,0.731,7.784,0.229,6.979,0.955,1.977,-0.017,0.316
2016-01-03 15:30:00,29.6,39.315,2.04,4.711,13.789,0.71,7.822,0.141,6.765,1.012,1.977,-0.016,0.364
2016-01-03 16:00:00,28.74,40.864,2.041,5.348,15.029,0.704,7.893,0.0,6.593,0.986,1.977,-0.028,0.321
2016-01-03 16:30:00,33.0,42.773,2.041,5.878,16.044,0.826,7.91,0.0,6.503,1.034,1.977,-0.02,0.58
2016-01-03 17:00:00,37.0,43.526,2.041,6.064,16.565,0.827,7.919,0.0,6.567,1.002,1.977,-0.16,0.724
2016-01-03 17:30:00,72.0,43.101,2.04,6.198,16.57,0.84,7.918,0.0,6.52,0.997,1.977,-0.291,0.332
2016-01-03 18:00:00,70.0,42.673,2.041,5.885,16.412,0.751,7.916,0.0,6.531,1.037,1.977,-0.429,0.552
2016-01-03 18:30:00,52.0,41.969,2.041,5.48,16.212,0.751,7.916,0.0,6.045,1.012,1.977,-0.345,0.88
2016-01-03 19:00:00,50.2,40.886,2.04,5.211,15.852,0.751,7.92,0.0,5.632,1.022,1.977,-0.213,0.694
2016-01-03 19:30:00,43.0,39.6,2.04,4.98,15.205,0.752,7.915,0.0,5.393,1.028,1.977,-0.179,0.489
2016-01-03 20:00:00,43.0,38.726,2.04,4.607,14.753,0.769,7.909,0.0,5.173,1.04,1.977,-0.22,0.678
2016-01-03 20:30:00,36.2,37.314,2.041,4.543,13.805,0.782,7.912,0.0,4.877,1.02,1.977,-0.105,0.462
2016-01-03 21:00:00,38.0,35.933,2.04,4.46,12.631,0.783,7.905,0.0,4.618,1.022,1.977,0.089,0.408
2016-01-03 21:30:00,34.5,34.201,2.04,4.072,11.389,0.783,7.892,0.0,4.393,1.029,1.977,0.196,0.43
2016-01-03 22:00:00,34.0,32.706,2.04,3.809,10.307,0.783,7.875,0.0,4.23,1.009,1.977,0.288,0.388
2016-01-03 22:30:00,33.5,31.094,2.041,3.44,9.062,0.779,7.859,0.0,4.192,1.01,1.977,0.333,0.401
2016-01-03 23:00:00,33.5,29.111,2.042,2.98,8.58,0.718,7.842,0.0,4.063,0.751,1.54,0.388,0.207
2016-01-03 23:30:00,35.0,27.796,2.042,2.782,7.755,0.717,7.83,0.0,3.979,0.72,1.542,0.439,-0.01
2016-01-04 00:00:00,29.25,27.531,2.043,2.789,7.793,0.71,7.82,0.0,3.926,0.732,1.537,0.478,-0.297
2016-01-04 00:30:00,31.5,27.804,2.043,2.764,8.363,0.703,7.804,0.0,4.0,0.722,1.542,0.378,-0.515
2016-01-04 01:00:00,31.15,27.439,2.043,2.848,8.706,0.686,7.797,0.0,3.993,0.724,1.542,0.226,-1.126
2016-01-04 01:30:00,34.5,26.834,2.041,2.91,8.792,0.688,7.794,0.0,3.846,0.726,1.542,0.003,-1.508
2016-01-04 02:00:00,34.2,26.312,2.04,2.944,8.596,0.688,7.792,0.0,3.968,0.713,1.542,-0.151,-1.82
2016-01-04 02:30:00,33.6,26.041,2.042,2.754,8.267,0.688,7.779,0.0,4.228,0.708,1.542,-0.151,-1.816
2016-01-04 03:00:00,33.0,25.504,2.038,2.672,7.845,0.69,7.765,0.0,4.163,0.733,1.542,-0.147,-1.797
2016-01-04 03:30:00,32.5,24.944,2.038,2.547,7.551,0.69,7.759,0.0,4.174,0.713,1.542,-0.193,-1.877
2016-01-04 04:00:00,29.19,24.763,2.04,2.508,7.328,0.691,7.745,0.0,4.309,0.738,1.542,-0.245,-1.893
2016-01-04 04:30:00,29.1,24.904,2.038,2.636,7.427,0.69,7.741,0.0,4.31,0.729,1.542,-0.218,-1.991
2016-01-04 05:00:00,27.0,25.586,2.042,2.767,7.831,0.69,7.735,0.0,4.299,0.744,1.542,-0.119,-1.945
2016-01-04 05:30:00,30.0,26.803,2.04,3.023,7.945,0.689,7.735,0.0,4.191,0.733,1.54,0.003,-1.096
2016-01-04 06:00:00,28.0,30.013,2.042,3.875,9.09,0.688,7.728,0.0,4.366,0.451,1.977,0.143,-0.347
2016-01-04 06:30:00,29.0,32.985,2.04,4.692,11.297,0.695,7.731,0.0,4.227,0.435,1.977,0.162,-0.323
2016-01-04 07:00:00,29.0,36.354,2.041,5.535,13.383,0.782,7.732,0.0,4.205,0.767,1.977,-0.02,-0.202
2016-01-04 07:30:00,29.98,38.533,2.043,6.232,14.773,0.783,7.728,0.0,4.238,0.774,1.977,-0.22,0.051
2016-01-04 08:00:00,30.0,40.238,2.043,6.63,15.565,0.786,7.726,0.05,4.286,1.018,1.977,-0.408,0.45
2016-01-04 08:30:00,34.0,41.072,2.042,6.633,16.426,0.8,7.731,0.148,4.348,1.018,1.977,-0.494,0.398
2016-01-04 09:00:00,33.25,42.19,2.044,6.789,17.204,0.817,7.729,0.339,4.515,0.727,1.977,-0.514,0.563
2016-01-04 09:30:00,36.63,42.71,2.043,6.765,17.4,0.818,7.726,0.564,4.758,0.71,1.977,-0.419,0.368
